<Apocalypse:bucketHelm>, 桶头盔
<hbm:item.canned_bark>, 松树皮罐头
<hbm:item.canned_beef>, 牛肉罐头
<hbm:item.canned_bhole>, 黑洞罐头
<hbm:item.canned_cheese>, 融化奶酪罐头
<hbm:item.canned_chinese>, 中餐罐头
<hbm:item.canned_diesel>, 柴油
<hbm:item.canned_fist>, 拳头罐头
<hbm:item.canned_fried>, 炸鸡罐头
<hbm:item.canned_hotdogs>, 热狗罐头
<hbm:item.canned_jizz>, FlimFlam工业牌?马奶罐头
<hbm:item.canned_kerosene>, 煤油罐头
<hbm:item.canned_leftovers>, 剩菜罐头
<hbm:item.canned_milk>, 罐装炼乳
<hbm:item.canned_mystery>, 神秘肉类罐头
<hbm:item.canned_napalm>, 凝固汽油罐头
<hbm:item.canned_oil>, 机油罐头
<hbm:item.canned_pashtet>, 牛排罐头
<hbm:item.canned_pizza>, 意大利香肠比萨罐头
<hbm:item.canned_recursion>, 循环罐头
<hbm:item.canned_spam>, SPAM斯帕姆午餐肉
<hbm:item.canned_stew>, 蘑菇煲罐头
<hbm:item.canned_tomato>, 番茄汤罐头
<hbm:item.canned_tube>, 宇航员食品管
<hbm:item.canned_tuna>, 金枪鱼罐头
<hbm:item.canned_yogurt>, 酸奶罐头
<hbm:item.canteen_13>, Vault13水壶
<hbm:item.canteen_fab>, 极品伏特加
<hbm:item.canteen_vodka>, 伏特加
<hbm:item.cap_aluminium>, 铝盖
<hbm:item.cap_fritz>, 弗里茨瓶盖
<hbm:item.cap_korl>, Korl瓶盖
<hbm:item.cap_nuka>, 核子可乐瓶盖
<hbm:item.cap_quantum>, 樱桃味核子可乐瓶盖
<hbm:item.cap_rad>, 辐射S~核子可乐瓶盖
<hbm:item.cap_sparkle>, S~核子可乐瓶盖
<hbm:item.cap_star>, 夕阳沙士星星瓶盖
<hbm:item.cap_sunset>, 夕阳沙士瓶盖
<hbm:item.cape_gasmask>, 披风[防毒面具]
<hbm:item.cape_hidden>, 隐藏斗篷
<hbm:item.cape_radiation>, 披风[辐射]
<hbm:item.cape_schrabidium>, 披风[Sa326]
<hbm:item.cape_test>, item.cape_test.name
<hbm:item.cart>, 钢箱矿车
<hbm:item.casing_357>, .357马格南弹壳[x16]
<hbm:item.casing_44>, .44马格南弹壳[x16]
<hbm:item.casing_50>, 大口径弹壳[x8]
<hbm:item.casing_9>, 小口径弹壳[x24]
<hbm:item.casing_buckshot>, 鹿弹弹壳[x8]
<hbm:item.catalyst_clay>, 黏土催化剂
<hbm:item.cbt_device>, CBT装置
<hbm:item.cell_anti_schrabidium>, 反Sa326单元
<hbm:item.cell_antimatter>, 反物质单元
<hbm:item.cell_balefire>, 气态野火单元
<hbm:item.cell_deuterium>, 氘单元
<hbm:item.cell_empty>, 空单元
<hbm:item.cell_puf6>, 六氟化钚单元
<hbm:item.cell_sas3>, 三硫化Sa单元
<hbm:item.cell_tritium>, 氚单元
<hbm:item.cell_uf6>, 六氟化铀单元
<hbm:item.centri_stick>, 便携离心机
<hbm:item.centrifuge_element>, 离心元件
<hbm:item.chainsaw>, Chainsaw
<hbm:item.cheese>, 奶酪
<hbm:item.chemistry_icon>, 化工厂模板: 重油加工
<hbm:item.chemistry_set>, 实验室玻璃器皿
<hbm:item.chemistry_set_boron>, 实验室玻璃器皿（硼玻璃）
<hbm:item.chemistry_template>, 化工厂模板: 重油加工
<hbm:item.chernobylsign>, 辐射警告标志战斧
<hbm:item.chlorine1>, item.chlorine1.name
<hbm:item.chlorine2>, item.chlorine2.name
<hbm:item.chlorine3>, item.chlorine3.name
<hbm:item.chlorine4>, item.chlorine4.name
<hbm:item.chlorine5>, item.chlorine5.name
<hbm:item.chlorine6>, item.chlorine6.name
<hbm:item.chlorine7>, item.chlorine7.name
<hbm:item.chlorine8>, item.chlorine8.name
<hbm:item.chlorine_pinwheel>, 氯气转轮
<hbm:item.chlorophyte_pickaxe>, 叶绿镐
<hbm:item.chocolate>, “我是-镭牌”巧克力
<hbm:item.chocolate_milk>, 巧克力牛奶
<hbm:item.chopper>, 猎人直升机
<hbm:item.chopper_blades>, 猎人直升机旋翼
<hbm:item.chopper_gun>, 猎人直升机机枪
<hbm:item.chopper_head>, 猎人直升机驾驶舱
<hbm:item.chopper_tail>, 猎人直升机尾部
<hbm:item.chopper_torso>, 猎人直升机主体
<hbm:item.chopper_wing>, 猎人直升机翼片
<hbm:item.cigarette>, FFI牌香烟
<hbm:item.cinnebar>, 朱砂
<hbm:item.circuit_aluminium>, 基础电路
<hbm:item.circuit_arsenic>, 自适应电路
<hbm:item.circuit_arsenic_raw>, 自适应电路组件
<hbm:item.circuit_bismuth>, 多功能芯片组
<hbm:item.circuit_bismuth_raw>, 多功能芯片组组件
<hbm:item.circuit_copper>, 增强电路
<hbm:item.circuit_gold>, 超频电路
<hbm:item.circuit_raw>, 基本电路组件
<hbm:item.circuit_red_copper>, 高级电路
<hbm:item.circuit_schrabidium>, 高性能电路
<hbm:item.circuit_star>, 星控制 电路板
<hbm:item.circuit_star_component>, 星控制 芯片组
<hbm:item.circuit_star_piece>, SC-印刷电路板
<hbm:item.circuit_tantalium>, 电容板
<hbm:item.circuit_tantalium_raw>, 电容板组件
<hbm:item.circuit_targeting_tier1>, 军用级电路板[1级]
<hbm:item.circuit_targeting_tier2>, 军用级电路板[2级]
<hbm:item.circuit_targeting_tier3>, 军用级电路板[3级]
<hbm:item.circuit_targeting_tier4>, 军用级电路板[4级]
<hbm:item.circuit_targeting_tier5>, 军用级电路板[5级]
<hbm:item.circuit_targeting_tier6>, 军用级电路板[6级]
<hbm:item.cladding_desh>, Desh覆层
<hbm:item.cladding_ghiorsium>, 石墨覆层
<hbm:item.cladding_iron>, 铁覆层
<hbm:item.cladding_lead>, 铅覆层
<hbm:item.cladding_obsidian>, 黑曜石覆层
<hbm:item.cladding_paint>, 铅涂料
<hbm:item.cladding_rubber>, 橡胶覆层
<hbm:item.clip_bf>, 两包野火子弹
<hbm:item.clip_bolt_action>, 盒装12x74独头弹
<hbm:item.clip_cryolator>, 急冻单元箱
<hbm:item.clip_defabricator>, 毁灭者能量电池弹药带
<hbm:item.clip_emp>, 小包能量电池
<hbm:item.clip_euthanasia>, 最后的医疗箱
<hbm:item.clip_fatman>, 六个核弹
<hbm:item.clip_hp>, 墨水缸
<hbm:item.clip_immolator>, 焚烧者燃料箱
<hbm:item.clip_jack>, 盒装四联12x70鹿弹
<hbm:item.clip_lever_action>, 盒装12x74鹿弹
<hbm:item.clip_mirv>, 三合一微型MIRV包
<hbm:item.clip_mp>, 小型无发射药机枪子弹盒
<hbm:item.clip_mp40>, 9mm冲锋枪子弹盒
<hbm:item.clip_osipr>, AR2 弹盒
<hbm:item.clip_revolver>, 盒装.357马格南
<hbm:item.clip_revolver_cursed>, 钢子弹弹匣
<hbm:item.clip_revolver_gold>, 小盒金子弹
<hbm:item.clip_revolver_iron>, 盒装铁子弹
<hbm:item.clip_revolver_lead>, 盒装核子弹
<hbm:item.clip_revolver_nightmare>, 子弹袋
<hbm:item.clip_revolver_nightmare2>, 激光弹药带
<hbm:item.clip_revolver_nopip>, 盒装.44子弹
<hbm:item.clip_revolver_pip>, 左轮快速装弹器
<hbm:item.clip_revolver_schrabidium>, Sa326弹药盒
<hbm:item.clip_rpg>, 火箭弹箱
<hbm:item.clip_spark>, 大型电磁子弹
<hbm:item.clip_stinger>, 包装毒刺导弹
<hbm:item.clip_uboinik>, 盒装12x70鹿弹
<hbm:item.clip_uzi>, 32发装.22LR子弹盒
<hbm:item.clip_xvl1456>, 大型同位素盒
<hbm:item.cloud1>, item.cloud1.name
<hbm:item.cloud2>, item.cloud2.name
<hbm:item.cloud3>, item.cloud3.name
<hbm:item.cloud4>, item.cloud4.name
<hbm:item.cloud5>, item.cloud5.name
<hbm:item.cloud6>, item.cloud6.name
<hbm:item.cloud7>, item.cloud7.name
<hbm:item.cloud8>, item.cloud8.name
<hbm:item.cmb_axe>, CMB钢斧
<hbm:item.cmb_boots>, CMB钢靴子
<hbm:item.cmb_helmet>, CMB钢头盔
<hbm:item.cmb_hoe>, CMB钢锄
<hbm:item.cmb_legs>, CMB钢护腿
<hbm:item.cmb_pickaxe>, CMB钢镐
<hbm:item.cmb_plate>, CMB钢胸甲
<hbm:item.cmb_shovel>, CMB钢锹
<hbm:item.cmb_sword>, CMB钢剑
<hbm:item.coal_infernal>, 地狱煤炭
<hbm:item.cobalt_axe>, 钴斧
<hbm:item.cobalt_boots>, 钴靴子
<hbm:item.cobalt_decorated_axe>, 镶嵌钴斧
<hbm:item.cobalt_decorated_hoe>, 镶嵌钴锄
<hbm:item.cobalt_decorated_pickaxe>, 镶嵌钴镐
<hbm:item.cobalt_decorated_shovel>, 镶嵌钴锹
<hbm:item.cobalt_decorated_sword>, 镶嵌钴剑
<hbm:item.cobalt_helmet>, 钴头盔
<hbm:item.cobalt_hoe>, 钴锄
<hbm:item.cobalt_legs>, 钴护腿
<hbm:item.cobalt_pickaxe>, 钴镐
<hbm:item.cobalt_plate>, 钴胸甲
<hbm:item.cobalt_shovel>, 钴锹
<hbm:item.cobalt_sword>, 钴剑
<hbm:item.coffee>, 咖啡
<hbm:item.coffee_radium>, 加镭咖啡
<hbm:item.coil_advanced_alloy>, 超导线圈
<hbm:item.coil_advanced_torus>, 超导环形线圈
<hbm:item.coil_copper>, 铜线圈
<hbm:item.coil_copper_torus>, 铜环形线圈
<hbm:item.coil_gold>, 金线圈
<hbm:item.coil_gold_torus>, 金环形线圈
<hbm:item.coil_magnetized_tungsten>, 4000K高温超导线圈
<hbm:item.coil_tungsten>, 加热线圈
<hbm:item.coin_creeper>, 核爆爬行者硬币
<hbm:item.coin_maskman>, 面具硬币
<hbm:item.coin_radiation>, 辐射硬币
<hbm:item.coin_siege>, 围城硬币
<hbm:item.coin_ufo>, UFO硬币
<hbm:item.coin_worm>, 机械蠕虫硬币
<hbm:item.coke>, 煤焦炭
<hbm:item.coltan_tool>, 钶钽铁矿指针
<hbm:item.combine_scrap>, CMB钢废料
<hbm:item.component_emitter>, 发射器组件
<hbm:item.component_limiter>, 稳定器组件
<hbm:item.containment_box>, item.containment_box.name
<hbm:item.cordite>, 无烟线状火药
<hbm:item.cotton_candy>, 放射性棉花糖
<hbm:item.crate_caller>, 空投召唤器
<hbm:item.crowbar>, Mk.V开箱装置"物理学圣剑"
<hbm:item.crt_display>, 阴极射线管
<hbm:item.crucible>, 裁决剑
<hbm:item.crucible_template>, 坩埚模板 Steel Production
<hbm:item.crystal_aluminium>, 铝晶体
<hbm:item.crystal_beryllium>, 铍晶体
<hbm:item.crystal_charred>, 烧焦的水晶
<hbm:item.crystal_cinnebar>, 朱砂晶体
<hbm:item.crystal_coal>, 煤晶体
<hbm:item.crystal_cobalt>, 钴晶体
<hbm:item.crystal_copper>, 铜晶体
<hbm:item.crystal_diamond>, 钻石晶体
<hbm:item.crystal_fluorite>, 氟晶体
<hbm:item.crystal_gold>, 金晶体
<hbm:item.crystal_horn>, 水晶角
<hbm:item.crystal_iron>, 铁晶体
<hbm:item.crystal_lapis>, 青金石晶体
<hbm:item.crystal_lead>, 铅晶体
<hbm:item.crystal_lithium>, 锂晶体
<hbm:item.crystal_niter>, 硝石晶体
<hbm:item.crystal_osmiridium>, 铱锇晶体
<hbm:item.crystal_phosphorus>, 磷晶体
<hbm:item.crystal_plutonium>, 钚晶体
<hbm:item.crystal_rare>, 稀土晶体
<hbm:item.crystal_redstone>, 红石晶体
<hbm:item.crystal_schrabidium>, 低丰度Sa326晶体
<hbm:item.crystal_schraranium>, Sa326晶体
<hbm:item.crystal_starmetal>, 星辉晶体
<hbm:item.crystal_sulfur>, 硫晶体
<hbm:item.crystal_thorium>, 钍晶体
<hbm:item.crystal_titanium>, 钛晶体
<hbm:item.crystal_trixite>, 赛瑞克晶体
<hbm:item.crystal_tungsten>, 钨晶体
<hbm:item.crystal_uranium>, 铀晶体
<hbm:item.crystal_xen>, 人造X晶体
<hbm:item.cube_power>, 电子块
<hbm:item.custom_amat>, 自定义核弹-反物质棒
<hbm:item.custom_dirty>, 自定义核弹-核废料棒
<hbm:item.custom_fall>, 自定义核弹-掉落升级
<hbm:item.custom_hydro>, 自定义核弹-氢棒
<hbm:item.custom_kit>, 自定义核弹 套件
<hbm:item.custom_nuke>, 自定义核弹-铀棒
<hbm:item.custom_schrab>, 自定义核弹-Sa326棒
<hbm:item.custom_tnt>, 自定义核弹-炸药
<hbm:item.d_smoke1>, item.d_smoke1.name
<hbm:item.d_smoke2>, item.d_smoke2.name
<hbm:item.d_smoke3>, item.d_smoke3.name
<hbm:item.d_smoke4>, item.d_smoke4.name
<hbm:item.d_smoke5>, item.d_smoke5.name
<hbm:item.d_smoke6>, item.d_smoke6.name
<hbm:item.d_smoke7>, item.d_smoke7.name
<hbm:item.d_smoke8>, item.d_smoke8.name
<hbm:item.debris_concrete>, 碎混凝土
<hbm:item.debris_element>, 断裂的锆诺克斯燃料元件
<hbm:item.debris_exchanger>, 换热器片
<hbm:item.debris_fuel>, RBMK石墨式反应堆燃料块
<hbm:item.debris_graphite>, 热石墨块
<hbm:item.debris_metal>, 断裂金属棒
<hbm:item.debris_shrapnel>, 走道碎片
<hbm:item.definitelyfood>, 完全不脏牌军粮
<hbm:item.defuser>, 高科技拆弹装置
<hbm:item.defuser_gold>, Golden Wire Cutter
<hbm:item.demon_core_closed>, 封闭的恶魔核心
<hbm:item.demon_core_open>, 打开的恶魔核心
<hbm:item.desh_axe>, 工人合金斧
<hbm:item.desh_hoe>, 工人合金锄
<hbm:item.desh_pickaxe>, 工人合金镐
<hbm:item.desh_shovel>, 工人合金锹
<hbm:item.desh_sword>, 工人合金剑
<hbm:item.designator>, 短程目标指示器
<hbm:item.designator_arty_range>, 远程火炮遥控器
<hbm:item.designator_manual>, 手动目标指示器
<hbm:item.designator_range>, 远程目标指示器
<hbm:item.detonator>, 起爆器
<hbm:item.detonator_de>, 死亡炸弹
<hbm:item.detonator_deadman>, 死亡雷管
<hbm:item.detonator_laser>, 激光起爆器
<hbm:item.detonator_multi>, 多发起爆器
<hbm:item.deuterium_filter>, 氘过滤器
<hbm:item.diamond_gavel>, 钻石槌
<hbm:item.dieselsuit_boots>, 柴油动力高跟鞋
<hbm:item.dieselsuit_helmet>, 柴油动力头戴式环境传感器
<hbm:item.dieselsuit_legs>, 柴油动力腿部伺服系统
<hbm:item.dieselsuit_plate>, 柴油动力控制器
<hbm:item.digamma_diagnostic>, 玩家F-迪伽马辐射自检器
<hbm:item.digamma_feel>, item.digamma_feel.name
<hbm:item.digamma_kauai_moho>, item.digamma_kauai_moho.name
<hbm:item.digamma_know>, item.digamma_know.name
<hbm:item.digamma_see>, item.digamma_see.name
<hbm:item.digamma_up_on_top>, item.digamma_up_on_top.name
<hbm:item.discharge>, item.discharge.name
<hbm:item.dns_boots>, DNT双聚中子态素高科技全环境作战服靴子
<hbm:item.dns_helmet>, DNT双聚中子态素高科技全环境作战服头盔
<hbm:item.dns_legs>, DNT双聚中子态素高科技全环境作战服护腿
<hbm:item.dns_plate>, DNT双聚中子态素高科技全环境作战服胸甲
<hbm:item.dnt_boots>, 双聚态中子素 靴子
<hbm:item.dnt_helmet>, 双聚态中子素 头盔
<hbm:item.dnt_legs>, 双聚态中子素 护腿
<hbm:item.dnt_plate>, 双聚态中子素 胸甲
<hbm:item.dnt_sword>, item.dnt_sword.name
<hbm:item.door_bunker>, 仓门
<hbm:item.door_metal>, 金属门
<hbm:item.door_office>, 办公室门
<hbm:item.dosimeter>, 剂量计
<hbm:item.drax>, 采掘钻
<hbm:item.drax_mk2>, 强化型采掘钻
<hbm:item.drax_mk3>, Sa326采掘钻
<hbm:item.drill_titanium>, 钛钻头
<hbm:item.ducttape>, 胶带
<hbm:item.dust>, 灰尘
<hbm:item.dust_tiny>, 一小撮灰尘
<hbm:item.dysfunctional_reactor>, 失控反应堆
<hbm:item.early_explosive_lenses>, 初代炸药透镜阵列
<hbm:item.egg_balefire>, 野火蛋
<hbm:item.egg_balefire_shard>, 野火蛋碎片
<hbm:item.elec_axe>, 电锯
<hbm:item.elec_pickaxe>, 冲击钻
<hbm:item.elec_shovel>, 螺旋钻
<hbm:item.elec_sword>, 电棍
<hbm:item.empblast>, item.empblast.name
<hbm:item.energy_ball>, item.energy_ball.name
<hbm:item.energy_core>, 临时能源核心
<hbm:item.entanglement_kit>, 纠缠部件
<hbm:item.euphemium_boots>, Ep靴子
<hbm:item.euphemium_helmet>, Ep头盔
<hbm:item.euphemium_kit>, Ep工具箱
<hbm:item.euphemium_legs>, Ep护腿
<hbm:item.euphemium_plate>, Ep胸甲
<hbm:item.euphemium_stopper>, Ep-阻滞者
<hbm:item.explosive_lenses>, 炸药透镜阵列
<hbm:item.fabsols_vodka>, Fabsol伏特加
<hbm:item.fallout>, 一堆辐射尘
<hbm:item.fau_boots>, Fau靴子
<hbm:item.fau_helmet>, Fau头盔
<hbm:item.fau_legs>, Fau护腿
<hbm:item.fau_plate>, Fau胸甲
<hbm:item.filter_coal>, 活性炭过滤器
<hbm:item.fins_big_steel>, 大型钢栅格翼
<hbm:item.fins_flat>, 扁钢外壳
<hbm:item.fins_quad_titanium>, 小型钛翼
<hbm:item.fins_small_steel>, 小型钢栅格翼
<hbm:item.fins_tri_steel>, 大型钢翼
<hbm:item.five_htp>, 5-羟色胺药丸
<hbm:item.flame_1>, item.flame_1.name
<hbm:item.flame_10>, item.flame_10.name
<hbm:item.flame_2>, item.flame_2.name
<hbm:item.flame_3>, item.flame_3.name
<hbm:item.flame_4>, item.flame_4.name
<hbm:item.flame_5>, item.flame_5.name
<hbm:item.flame_6>, item.flame_6.name
<hbm:item.flame_7>, item.flame_7.name
<hbm:item.flame_8>, item.flame_8.name
<hbm:item.flame_9>, item.flame_9.name
<hbm:item.flame_conspiracy>, 阴谋论
<hbm:item.flame_opinion>, 个人观点
<hbm:item.flame_politics>, 政治话题
<hbm:item.flame_pony>, 卡通小马画
<hbm:item.flask_infusion>, 护盾药水
<hbm:item.fleija_core>, F.L.E.I.J.A.铀-235装药
<hbm:item.fleija_igniter>, 脉冲点火器
<hbm:item.fleija_kit>, F.L.E.I.J.A. 套件
<hbm:item.fleija_propellant>, Sa326炸药
<hbm:item.fluid_barrel_empty>, 空流体桶
<hbm:item.fluid_barrel_full>, 流体桶: 无
<hbm:item.fluid_barrel_infinite>, 无限流体桶
<hbm:item.fluid_duct>, 流体管道: 无
<hbm:item.fluid_icon>, 无
<hbm:item.fluid_identifier>, 流体识别码
<hbm:item.fluid_identifier_multi>, 多类型流体识别码
<hbm:item.fluid_tank_empty>, 空通用流体罐
<hbm:item.fluid_tank_full>, 通用流体罐: 无
<hbm:item.fluid_tank_lead_empty>, 空危险品罐
<hbm:item.fluid_tank_lead_full>, 危险品罐： 无
<hbm:item.fluorite>, 氟石粉
<hbm:item.flywheel_beryllium>, 铍制飞轮
<hbm:item.fmn>, 氟硝西泮片
<hbm:item.folly_bullet>, 128mm星辉弹头
<hbm:item.folly_bullet_du>, 128mm贫铀弹头
<hbm:item.folly_bullet_nuclear>, 128mm核弹头
<hbm:item.folly_shell>, 银弹壳
<hbm:item.fooditem>, 食物
<hbm:item.fragment_actinium>, 锕碎片
<hbm:item.fragment_boron>, 硼碎片
<hbm:item.fragment_cerium>, 铈碎片
<hbm:item.fragment_cobalt>, 钴碎片
<hbm:item.fragment_coltan>, 钶钽铁矿碎片
<hbm:item.fragment_lanthanium>, 镧碎片
<hbm:item.fragment_meteorite>, 陨石碎片
<hbm:item.fragment_neodymium>, 钕碎片
<hbm:item.fragment_niobium>, 铌碎片
<hbm:item.fuel_tank_large>, 大型燃料罐
<hbm:item.fuel_tank_medium>, 中型燃料罐
<hbm:item.fuel_tank_small>, 小型燃料罐
<hbm:item.fuse>, 保险丝
<hbm:item.fusion_core>, 聚变能源核心
<hbm:item.fusion_core_infinite>, 无限能源核心
<hbm:item.fusion_shield_chlorophyte>, 叶绿金属聚变反应堆覆层
<hbm:item.fusion_shield_desh>, Desh聚变反应堆覆层
<hbm:item.fusion_shield_tungsten>, 钨聚变反应堆覆层
<hbm:item.fusion_shield_vaporwave>, 蒸汽波反应堆覆层
<hbm:item.gadget_core>, 钚核心
<hbm:item.gadget_kit>, 小玩意 套件
<hbm:item.gadget_wireing>, 线路
<hbm:item.gas1>, item.gas1.name
<hbm:item.gas2>, item.gas2.name
<hbm:item.gas3>, item.gas3.name
<hbm:item.gas4>, item.gas4.name
<hbm:item.gas5>, item.gas5.name
<hbm:item.gas6>, item.gas6.name
<hbm:item.gas7>, item.gas7.name
<hbm:item.gas8>, item.gas8.name
<hbm:item.gas_biogas>, 沼气罐
<hbm:item.gas_empty>, 空气罐
<hbm:item.gas_full>, 天然气罐
<hbm:item.gas_lpg>, 液化石油气罐
<hbm:item.gas_mask>, 防毒面具
<hbm:item.gas_mask_filter>, 防毒面具过滤器
<hbm:item.gas_mask_filter_combo>, 防毒面具组合式过滤器
<hbm:item.gas_mask_filter_mono>, 催化性面罩过滤器
<hbm:item.gas_mask_filter_piss>, 先进的简易防毒面具过滤器
<hbm:item.gas_mask_filter_rag>, 临时防毒面具过滤器
<hbm:item.gas_mask_m65>, M65-Z防毒面具
<hbm:item.gas_mask_mono>, 防一氧化碳面罩
<hbm:item.gas_mask_olde>, 皮革防毒面具
<hbm:item.gas_petroleum>, 石油气罐
<hbm:item.gas_tester>, Gas Sensor
<hbm:item.gear_large>, 大型齿轮
<hbm:item.geiger_counter>, 手持盖革计数器
<hbm:item.gem_alexandrite>, 亚历山大变石
<hbm:item.gem_tantalium>, 钽晶体
<hbm:item.gem_volcanic>, 火山宝石
<hbm:item.generator_front>, 发电机前部
<hbm:item.generator_steel>, 发电机主体
<hbm:item.glitch>, 故障
<hbm:item.glowing_stew>, 发光真菌煲
<hbm:item.goggles>, 护目镜
<hbm:item.grenade_aschrab>, 可抛反Sa326
<hbm:item.grenade_black_hole>, 黑洞手榴弹
<hbm:item.grenade_breach>, 破甲手榴弹
<hbm:item.grenade_burst>, 挖掘手榴弹
<hbm:item.grenade_cloud>, 一罐云
<hbm:item.grenade_cluster>, 集束手榴弹
<hbm:item.grenade_electric>, 闪电炸弹
<hbm:item.grenade_fire>, 燃烧破片手榴弹
<hbm:item.grenade_flare>, 信号弹
<hbm:item.grenade_frag>, 破片手榴弹
<hbm:item.grenade_gas>, 毒气手榴弹
<hbm:item.grenade_gascan>, 可抛油桶
<hbm:item.grenade_generic>, 手榴弹
<hbm:item.grenade_if_bouncy>, IF-弹性手榴弹
<hbm:item.grenade_if_brimstone>, IF-可抛硫磺矿
<hbm:item.grenade_if_concussion>, IF-震荡手榴弹
<hbm:item.grenade_if_generic>, IF-手榴弹
<hbm:item.grenade_if_he>, IF-HE手榴弹
<hbm:item.grenade_if_hopwire>, IF-旋涡热线
<hbm:item.grenade_if_impact>, IF-冲击手榴弹
<hbm:item.grenade_if_incendiary>, IF-燃烧手榴弹
<hbm:item.grenade_if_mystery>, IF-M-手榴弹
<hbm:item.grenade_if_null>, IF-清除手榴弹
<hbm:item.grenade_if_spark>, IF-S-手榴弹
<hbm:item.grenade_if_sticky>, IF-粘性手榴弹
<hbm:item.grenade_if_toxic>, IF-毒物手榴弹
<hbm:item.grenade_kit>, 手榴弹 套件
<hbm:item.grenade_kyiv>, 基辅特供
<hbm:item.grenade_lemon>, 可燃柠檬
<hbm:item.grenade_mirv>, MIRV型破片手榴弹
<hbm:item.grenade_mk2>, Mk2手榴弹“菠萝大使”
<hbm:item.grenade_nuclear>, 核子手榴弹
<hbm:item.grenade_nuke>, MkVI钻地手榴弹
<hbm:item.grenade_pink_cloud>, 一罐粉色的云
<hbm:item.grenade_plasma>, 等离子手榴弹
<hbm:item.grenade_poison>, 剧毒手榴弹
<hbm:item.grenade_pulse>, 脉冲手榴弹
<hbm:item.grenade_schrabidium>, Sa326手榴弹
<hbm:item.grenade_shrapnel>, 榴霰弹手榴弹
<hbm:item.grenade_smart>, 智能手榴弹
<hbm:item.grenade_strong>, 增强型手榴弹
<hbm:item.grenade_tau>, 陶子手榴弹
<hbm:item.grenade_zomg>, 负能量湮灭手榴弹
<hbm:item.gun_ar15>, 阿玛莱特AR15式5.56mm自动步枪
<hbm:item.gun_avenger>, CZ57复仇者机枪
<hbm:item.gun_b92>, B92能量手枪
<hbm:item.gun_b92_ammo>, B92能量单元
<hbm:item.gun_b93>, B93能量手枪
<hbm:item.gun_bf>, BEL
<hbm:item.gun_bf_ammo>, Mk.V小型AMAT-炮弹 –野火型
<hbm:item.gun_bio_revolver>, Atlas
<hbm:item.gun_bolt_action>, 栓动式霰弹枪[原版]
<hbm:item.gun_bolt_action_green>, 栓动式霰弹枪[绿色]
<hbm:item.gun_bolt_action_saturnite>, 土星来复枪
<hbm:item.gun_bolter>, 爆弹枪
<hbm:item.gun_bolter_digamma>, 迪伽马爆弹枪
<hbm:item.gun_brimstone>, item.gun_brimstone.name
<hbm:item.gun_calamity>, 希特勒的电锯
<hbm:item.gun_calamity_dual>, 马鞍枪
<hbm:item.gun_chemthrower>, 化学喷射器
<hbm:item.gun_cryolator>, 冻结者
<hbm:item.gun_cryolator_ammo>, 急冻单元
<hbm:item.gun_dampfmaschine>, 绝对不是开玩笑的武器
<hbm:item.gun_darter>, 飞镖枪
<hbm:item.gun_deagle>, 大手枪
<hbm:item.gun_defabricator>, 毁灭者
<hbm:item.gun_defabricator_ammo>, 毁灭者能量电池
<hbm:item.gun_detonator>, 激光引爆器
<hbm:item.gun_emp>, EMP射线
<hbm:item.gun_emp_ammo>, 能量电池
<hbm:item.gun_euthanasia>, 安乐死
<hbm:item.gun_euthanasia_ammo>, 注射器
<hbm:item.gun_fatman>, M42核弹发射器 "胖子"
<hbm:item.gun_fireext>, 灭火器
<hbm:item.gun_flamer>, "黄玉先生"喷射器
