<block:BiblioCraft:Armor Stand>, 衣架
<block:imsm:TransportWater1CornerSouthWest>, 1-Corner South-West
<block:imsm:TransportWater2CornerEast>, 2-Corner East
<block:imsm:TransportWater2CornerNorth>, 2-Corner North
<block:imsm:TransportWater2CornerSouth>, 2-Corner South
<block:imsm:TransportWater2CornerWest>, 2-Corner West
<block:imsm:TransportWater3CornerNorthEast_NorthWest_SouthEast>, 3-Corner NorthEast-NorthWest-SouthEast
<block:imsm:TransportWater3CornerNorthEast_NorthWest_SouthWest>, 3-Corner NorthEast-NorthWest-SouthWest
<block:imsm:TransportWater3CornerSouthEast_SouthWest_NorthEast>, 3-Corner SouthEast-SouthWest-NorthEast
<block:imsm:TransportWater3CornerSouthEast_SouthWest_NorthWest>, 3-Corner SouthEast-SouthWest-NorthWest
<block:imsm:TransportWater4CornerNorthSouthEastWest>, 4-Corner
<block:imsm:UtilityPower_NuclearEast>, Power Nuclear East
<block:imsm:UtilityPower_NuclearNorth>, Power Nuclear North
<block:imsm:UtilityPower_NuclearSouth>, Power Nuclear South
<block:imsm:UtilityPower_NuclearWest>, Power Nuclear West
<block:imsm:UtilityPower_OilCoalEast>, Power Oil Coal East
<block:imsm:UtilityPower_OilCoalNorth>, Power Oil Coal North
<block:imsm:UtilityPower_OilCoalSouth>, Power Oil Coal South
<block:imsm:UtilityPower_OilCoalWest>, Power Oil Coal West
<block:imsm:UtilityPower_SunNorthEastSouthWest>, Power Solar
<block:imsm:UtilityPower_WindEast>, Power Wind East
<block:imsm:UtilityPower_WindNorth>, Power Wind North
<block:imsm:UtilityPower_WindSouth>, Power Wind South
<block:imsm:UtilityPower_WindWest>, Power Wind West
<block:imsm:UtilityPumpjackEastWest>, Pumpjack East-West
<block:imsm:UtilityPumpjackNorthSouth>, Pumpjack North-South
<block:imsm:UtilityScrap_BurningEast>, Scrap Burning East
<block:imsm:UtilityScrap_BurningNorth>, Scrap Burning North
<block:imsm:UtilityScrap_BurningSouth>, Scrap Burning South
<block:imsm:UtilityScrap_BurningWest>, Scrap Burning West
<block:imsm:UtilityScrap_HeapEast>, Scrap Heap East
<block:imsm:UtilityScrap_HeapNorth>, Scrap Heap North
<block:imsm:UtilityScrap_HeapSouth>, Scrap Heap South
<block:imsm:UtilityScrap_HeapWest>, Scrap Heap West
<block:imsm:UtilityScrap_RecycleEast>, Scrap Recyclye East
<block:imsm:UtilityScrap_RecycleNorth>, Scrap Recycle North
<block:imsm:UtilityScrap_RecycleSouth>, Scrap Recycle South
<block:imsm:UtilityScrap_RecycleWest>, Scrap Recycle West
<block:imsm:UtilityWater_PumpEast>, Water Pump East
<block:imsm:UtilityWater_PumpNorth>, Water Pump North
<block:imsm:UtilityWater_PumpSouth>, Water Pump South
<block:imsm:UtilityWater_PumpWest>, Water Pump West
<block:imsm:UtilityWater_TowerNorthEastSouthWest>, Water Tower
<block:imsm:UtilityWater_TreatmentEast>, Water Treatment East
<block:imsm:UtilityWater_TreatmentNorth>, Water Treatment North
<block:imsm:UtilityWater_TreatmentSouth>, Water Treatment South
<block:imsm:UtilityWater_TreatmentWest>, Water Treatment West
<block:imsm:WoodenHouse>, Big Wooden House
<block:instahouse:Brick House>, 砖块屋
<block:instahouse:Cobblestone House>, 原石屋
<block:instahouse:Cobblestone Pillbox>, 原石方屋
<block:instahouse:Custom House>, 自定义房子
<block:instahouse:East>, 东-定向块
<block:instahouse:Fountain>, 喷泉
<block:instahouse:Library>, 图书馆
<block:instahouse:Mob Trap>, 刷怪屋
<block:instahouse:Modern House>, 现代房子
<block:instahouse:North>, 北-定向块
<block:instahouse:Pool>, 水池
<block:instahouse:Sandstone Pillbox>, 沙石方屋
<block:instahouse:South>, 南-定向块
<block:instahouse:Stable>, 马厩
<block:instahouse:Stone Brick Pillbox>, 石砖方屋
<block:instahouse:Tent>, 帐篷
<block:instahouse:Trading Post>, 贸易站
<block:instahouse:Tree House>, 树屋
<block:instahouse:West>, 西-定向块
<block:instahouse:Wood House>, 木屋
<block:malisisdoors:acaciaFenceGate>, 金合欢木栅栏门
<block:malisisdoors:birchFenceGate>, 白桦木栅栏门
<block:malisisdoors:block_mixer>, 方块混合器
<block:malisisdoors:camoFenceGate>, 混色栅栏门
<block:malisisdoors:carriage_door>, 宅门
<block:malisisdoors:curtain_black>, 黑色幕布
<block:malisisdoors:curtain_blue>, 蓝色幕布
<block:malisisdoors:curtain_brown>, 棕色幕布
<block:malisisdoors:curtain_cyan>, 青色幕布
<block:malisisdoors:curtain_gray>, 灰色幕布
<block:malisisdoors:curtain_green>, 绿色幕布
<block:malisisdoors:curtain_light_blue>, 淡蓝色幕布
<block:malisisdoors:curtain_lime>, 黄绿色幕布
<block:malisisdoors:curtain_magenta>, 品红色幕布
<block:malisisdoors:curtain_orange>, 橙色幕布
<block:malisisdoors:curtain_pink>, 粉色幕布
<block:malisisdoors:curtain_purple>, 紫色幕布
<block:malisisdoors:curtain_red>, 红色幕布
<block:malisisdoors:curtain_silver>, 银色幕布
<block:malisisdoors:curtain_white>, 白色幕布
<block:malisisdoors:curtain_yellow>, 黄色幕布
<block:malisisdoors:darkOakFenceGate>, 深色橡木栅栏门
<block:malisisdoors:door_acacia>, 金合欢木门
<block:malisisdoors:door_birch>, 白桦木门
<block:malisisdoors:door_dark_oak>, 深色橡木门
<block:malisisdoors:door_factory>, 制门工厂
<block:malisisdoors:door_jungle>, 从林木门
<block:malisisdoors:door_spruce>, 云山木门
<block:malisisdoors:factory_door>, 工厂门
<block:malisisdoors:forcefieldDoor>, 力场
<block:malisisdoors:garage_door>, 车库门
<block:malisisdoors:iron_sliding_door>, 铁框玻璃门
<block:malisisdoors:iron_trapdoor>, 铁制陷阱门
<block:malisisdoors:jail_door>, 监狱门
<block:malisisdoors:jungleFenceGate>, 从林木栅栏门
<block:malisisdoors:laboratory_door>, 实验室门
<block:malisisdoors:medieval_door>, Medieval Door
<block:malisisdoors:mixed_block>, 混合方块
<block:malisisdoors:null>, tile.null.name
<block:malisisdoors:player_sensor>, 玩家感应器
<block:malisisdoors:rustyHatch>, 生锈舱门
<block:malisisdoors:rustyLadder>, 生锈铁梯
<block:malisisdoors:saloon>, 酒馆门
<block:malisisdoors:shoji_door>, 障子门
<block:malisisdoors:sliding_trapdoor>, 滑动陷阱门
<block:malisisdoors:spruceFenceGate>, 云杉木栅栏门
<block:malisisdoors:trapdoor_acacia>, 金合欢木陷阱门
<block:malisisdoors:trapdoor_birch>, 白桦木陷阱门
<block:malisisdoors:trapdoor_dark_oak>, 深色橡木陷阱门
<block:malisisdoors:trapdoor_jungle>, 从林木陷阱门
<block:malisisdoors:trapdoor_spruce>, 云山木陷阱门
<block:malisisdoors:vanishing_block>, tile.vanishing_block.name
<block:malisisdoors:vanishing_block_diamond>, 消失的钻石框架
<block:malisisdoors:wood_sliding_door>, 木框玻璃门
<block:mcheli:drafting_table>, 绘图台
<block:mcheli:lit_drafting_table>, 绘图台
<block:minecraft:acacia_stairs>, 金合欢木楼梯
<block:minecraft:activator_rail>, 激活铁轨
<block:minecraft:air>, tile.air.name
<block:minecraft:anvil>, 铁砧
<block:minecraft:beacon>, 信标
<block:minecraft:bed>, 床
<block:minecraft:bedrock>, 基岩
<block:minecraft:birch_stairs>, 桦木楼梯
<block:minecraft:bookshelf>, 书架
<block:minecraft:brewing_stand>, tile.brewingStand.name
<block:minecraft:brick_block>, 砖块
<block:minecraft:brick_stairs>, 砖楼梯
<block:minecraft:brown_mushroom>, 蘑菇
<block:minecraft:brown_mushroom_block>, 蘑菇
<block:minecraft:cactus>, 仙人掌
<block:minecraft:cake>, 蛋糕
<block:minecraft:carpet>, tile.woolCarpet.name
<block:minecraft:carrots>, 胡萝卜
<block:minecraft:cauldron>, 炼药锅
<block:minecraft:chest>, 箱子
<block:minecraft:clay>, 粘土块
<block:minecraft:coal_block>, 煤炭块
<block:minecraft:coal_ore>, 煤矿石
<block:minecraft:cobblestone>, 圆石
<block:minecraft:cobblestone_wall>, tile.cobbleWall.name
<block:minecraft:cocoa>, 可可果
<block:minecraft:command_block>, 命令方块
<block:minecraft:crafting_table>, 工作台
<block:minecraft:dark_oak_stairs>, 深色橡木楼梯 
<block:minecraft:daylight_detector>, 阳光传感器
<block:minecraft:deadbush>, 枯死的灌木
<block:minecraft:detector_rail>, 探测铁轨
<block:minecraft:diamond_block>, 钻石块
<block:minecraft:diamond_ore>, 钻石矿石
<block:minecraft:dirt>, tile.dirt.name
<block:minecraft:dispenser>, 发射器
<block:minecraft:double_plant>, tile.doublePlant.name
<block:minecraft:double_stone_slab>, tile.stoneSlab.name
<block:minecraft:double_wooden_slab>, tile.woodSlab.name
<block:minecraft:dragon_egg>, 龙蛋
<block:minecraft:dropper>, 投掷器
<block:minecraft:emerald_block>, 绿宝石块
<block:minecraft:emerald_ore>, 绿宝石矿石
<block:minecraft:enchanting_table>, 附魔台
<block:minecraft:end_portal>, tile.null.name
<block:minecraft:end_portal_frame>, 末地传送门
<block:minecraft:end_stone>, 末地石
<block:minecraft:ender_chest>, 末影箱
<block:minecraft:farmland>, 耕地
<block:minecraft:fence>, 栅栏
<block:minecraft:fence_gate>, 橡木栅栏门
<block:minecraft:fire>, 火
<block:minecraft:flower_pot>, tile.flowerPot.name
<block:minecraft:flowing_lava>, 岩浆
<block:minecraft:flowing_water>, 水
<block:minecraft:furnace>, 熔炉
<block:minecraft:glass>, 玻璃
<block:minecraft:glass_pane>, 玻璃板
<block:minecraft:glowstone>, 萤石
<block:minecraft:gold_block>, 金块
<block:minecraft:gold_ore>, 金矿石
<block:minecraft:golden_rail>, 动力铁轨
<block:minecraft:grass>, 草方块
<block:minecraft:gravel>, 沙砾
<block:minecraft:hardened_clay>, 硬化粘土
<block:minecraft:hay_block>, 干草块
<block:minecraft:heavy_weighted_pressure_plate>, 测重压力板 (重质)
<block:minecraft:hopper>, 漏斗
<block:minecraft:ice>, 冰
<block:minecraft:iron_bars>, 铁栏杆
<block:minecraft:iron_block>, 铁块
<block:minecraft:iron_door>, 铁门
<block:minecraft:iron_ore>, 铁矿石
<block:minecraft:jukebox>, 唱片机
<block:minecraft:jungle_stairs>, 丛林木楼梯
<block:minecraft:ladder>, 梯子
<block:minecraft:lapis_block>, 青金石块
<block:minecraft:lapis_ore>, 青金石矿石
<block:minecraft:lava>, 岩浆
<block:minecraft:leaves>, 树叶
<block:minecraft:leaves2>, 树叶
<block:minecraft:lever>, 拉杆
<block:minecraft:light_weighted_pressure_plate>, 测重压力板 (轻质)
<block:minecraft:lit_furnace>, 熔炉
<block:minecraft:lit_pumpkin>, 南瓜灯
<block:minecraft:lit_redstone_lamp>, 红石灯
<block:minecraft:lit_redstone_ore>, 红石矿石
<block:minecraft:log>, 木头
<block:minecraft:log2>, 木头
<block:minecraft:melon_block>, 西瓜
<block:minecraft:melon_stem>, tile.pumpkinStem.name
<block:minecraft:mob_spawner>, 刷怪箱
<block:minecraft:monster_egg>, tile.monsterStoneEgg.name
<block:minecraft:mossy_cobblestone>, 苔石
<block:minecraft:mycelium>, 菌丝
<block:minecraft:nether_brick>, 地狱砖块
<block:minecraft:nether_brick_fence>, 地狱砖栅栏
<block:minecraft:nether_brick_stairs>, 地狱砖楼梯
<block:minecraft:nether_wart>, 地狱疣
<block:minecraft:netherrack>, 地狱岩
<block:minecraft:noteblock>, 音符盒
<block:minecraft:oak_stairs>, 橡木楼梯
<block:minecraft:obsidian>, 黑曜石
<block:minecraft:packed_ice>, 浮冰
<block:minecraft:piston>, 活塞
<block:minecraft:piston_extension>, tile.null.name
<block:minecraft:piston_head>, tile.null.name
<block:minecraft:planks>, 木板
<block:minecraft:portal>, 传送门
<block:minecraft:potatoes>, 马铃薯
<block:minecraft:powered_comparator>, tile.comparator.name
<block:minecraft:powered_repeater>, tile.diode.name
<block:minecraft:pumpkin>, 南瓜
<block:minecraft:pumpkin_stem>, tile.pumpkinStem.name
<block:minecraft:quartz_block>, tile.quartzBlock.name
<block:minecraft:quartz_ore>, 下界石英矿石
<block:minecraft:quartz_stairs>, 石英楼梯
<block:minecraft:rail>, 铁轨
<block:minecraft:red_flower>, tile.flower2.name
<block:minecraft:red_mushroom>, 蘑菇
<block:minecraft:red_mushroom_block>, 蘑菇
<block:minecraft:redstone_block>, 红石块
<block:minecraft:redstone_lamp>, 红石灯
<block:minecraft:redstone_ore>, 红石矿石
<block:minecraft:redstone_torch>, 红石火把
<block:minecraft:redstone_wire>, 红石粉
<block:minecraft:reeds>, 甘蔗
<block:minecraft:sand>, tile.sand.name
<block:minecraft:sandstone>, 沙石
<block:minecraft:sandstone_stairs>, 沙石楼梯
<block:minecraft:sapling>, tile.sapling.name
<block:minecraft:skull>, tile.skull.name
<block:minecraft:snow>, 雪
<block:minecraft:snow_layer>, 雪
<block:minecraft:soul_sand>, 灵魂沙
<block:minecraft:sponge>, 海绵
<block:minecraft:spruce_stairs>, 云杉木楼梯
<block:minecraft:stained_glass>, 染色玻璃
<block:minecraft:stained_glass_pane>, 染色玻璃板
<block:minecraft:stained_hardened_clay>, tile.clayHardenedStained.name
<block:minecraft:standing_sign>, 告示牌
<block:minecraft:sticky_piston>, 粘性活塞
<block:minecraft:stone>, 石头
<block:minecraft:stone_brick_stairs>, 石砖楼梯
<block:minecraft:stone_button>, 按钮
<block:minecraft:stone_pressure_plate>, 压力板
<block:minecraft:stone_slab>, tile.stoneSlab.name
<block:minecraft:stone_stairs>, 石楼梯
<block:minecraft:stonebrick>, 石砖
<block:minecraft:tallgrass>, 草
<block:minecraft:tnt>, TNT
<block:minecraft:torch>, 火把
<block:minecraft:trapdoor>, 活板门
<block:minecraft:trapped_chest>, 陷阱箱
<block:minecraft:tripwire>, 绊线
<block:minecraft:tripwire_hook>, 绊线钩
<block:minecraft:unlit_redstone_torch>, 红石火把
<block:minecraft:unpowered_comparator>, tile.comparator.name
<block:minecraft:unpowered_repeater>, tile.diode.name
<block:minecraft:vine>, 藤蔓
<block:minecraft:wall_sign>, 告示牌
<block:minecraft:water>, 水
<block:minecraft:waterlily>, 睡莲
<block:minecraft:web>, 蜘蛛网
<block:minecraft:wheat>, 农作物
<block:minecraft:wooden_button>, 按钮
<block:minecraft:wooden_door>, 木门
<block:minecraft:wooden_pressure_plate>, 压力板
<block:minecraft:wooden_slab>, tile.woodSlab.name
<block:minecraft:wool>, 羊毛
<block:minecraft:yellow_flower>, tile.flower1.name
<block:mw:CopperOre>, 铜矿石
<block:mw:DuelFloodLight>, tile.mw_DuelFloodLight.name
<block:mw:FloodLight>, tile.mw_FloodLight.name
<block:mw:GraphiteOre>, 石墨矿石
<block:mw:LeadOre>, 铅矿石
<block:mw:Radio>, tile.mw_Radio.name
<block:mw:Radio_rotated>, tile.mw_Radio_rotated.name
<block:mw:ServerRackEmptyLeft>, tile.mw_ServerRackEmptyLeft.name
<block:mw:ServerRackEmptyRight>, tile.mw_ServerRackEmptyRight.name
<block:mw:ServerRackLeft>, tile.mw_ServerRackLeft.name
<block:mw:ServerRackLeftAlt>, tile.mw_ServerRackLeftAlt.name
<block:mw:ServerRackLeftAlt2>, tile.mw_ServerRackLeftAlt2.name
<block:mw:ServerRackLeftAlt3>, tile.mw_ServerRackLeftAlt3.name
<block:mw:ServerRackRight>, tile.mw_ServerRackRight.name
<block:mw:ServerRackRightAlt>, tile.mw_ServerRackRightAlt.name
<block:mw:ServerRackTopLeft>, tile.mw_ServerRackTopLeft.name
<block:mw:ServerRackTopRight>, tile.mw_ServerRackTopRight.name
<block:mw:SulfurOre>, 硫矿石
<block:mw:TinOre>, 锡矿石
<block:mw:ammo_box>, tile.mw_ammo_box.name
<block:mw:artillery_PROP>, tile.mw_artillery_PROP.name
<block:mw:barrel>, tile.mw_barrel.name
<block:mw:barrier>, tile.mw_barrier.name
<block:mw:barrier_rotated>, tile.mw_barrier_rotated.name
<block:mw:blank>, tile.mw_blank.name
<block:mw:body_bag>, tile.mw_body_bag.name
<block:mw:camera_rotated>, tile.mw_camera_rotated.name
<block:mw:caution_sign>, tile.mw_caution_sign.name
<block:mw:ceiling_lamp>, tile.mw_ceiling_lamp.name
<block:mw:ceiling_lamp_alt>, tile.mw_ceiling_lamp_alt.name
<block:mw:ceiling_tv>, tile.mw_ceiling_tv.name
<block:mw:ceiling_tv_rotated>, tile.mw_ceiling_tv_rotated.name
<block:mw:desk_corner>, tile.mw_desk_corner.name
<block:mw:desk_corner_alt1>, tile.mw_desk_corner_alt1.name
<block:mw:desk_left>, tile.mw_desk_left.name
<block:mw:desk_left_alt1>, tile.mw_desk_left_alt1.name
<block:mw:desk_middle>, tile.mw_desk_middle.name
<block:mw:desk_middle_alt1>, tile.mw_desk_middle_alt1.name
<block:mw:desk_right>, tile.mw_desk_right.name
<block:mw:desk_right_alt1>, tile.mw_desk_right_alt1.name
<block:mw:desk_shelf>, tile.mw_desk_shelf.name
<block:mw:desk_shelf_alt1>, tile.mw_desk_shelf_alt1.name
<block:mw:desk_shelf_alt2>, tile.mw_desk_shelf_alt2.name
<block:mw:desk_shelf_alt3>, tile.mw_desk_shelf_alt3.name
<block:mw:dumpster>, tile.mw_dumpster.name
<block:mw:electric_box>, tile.mw_electric_box.name
<block:mw:electric_box_opened>, tile.mw_electric_box_opened.name
<block:mw:explosive_barrel>, tile.mw_explosive_barrel.name
<block:mw:filingcabinet>, tile.mw_filingcabinet.name
<block:mw:filingcabinet_opened>, tile.mw_filingcabinet_opened.name
<block:mw:forklift>, tile.mw_forklift.name
<block:mw:forklift_alt>, tile.mw_forklift_alt.name
<block:mw:fridge_closed>, tile.mw_fridge_closed.name
<block:mw:fridge_open>, tile.mw_fridge_open.name
<block:mw:hanging_body>, tile.mw_hanging_body.name
<block:mw:home_chair>, tile.mw_home_chair.name
<block:mw:home_chair_rotated>, tile.mw_home_chair_rotated.name
<block:mw:impaled_body>, tile.mw_impaled_body.name
<block:mw:laptop>, tile.mw_laptop.name
<block:mw:locker>, tile.mw_locker.name
<block:mw:medical_crate>, tile.mw_medical_crate.name
<block:mw:monitor>, tile.mw_monitor.name
<block:mw:office_chair>, tile.mw_office_chair.name
<block:mw:office_chair_2>, tile.mw_office_chair_2.name
<block:mw:operating_table>, tile.mw_operating_table.name
<block:mw:operating_table_alt>, tile.mw_operating_table_alt.name
<block:mw:outdoor_chair>, tile.mw_outdoor_chair.name
<block:mw:outdoor_chair_rotated>, tile.mw_outdoor_chair_rotated.name
<block:mw:pc>, tile.mw_pc.name
<block:mw:russian_weapons_case>, tile.mw_russian_weapons_case.name
<block:mw:scp_locker>, tile.mw_scp_locker.name
<block:mw:shelf_left>, tile.mw_shelf_left.name
<block:mw:shelf_right>, tile.mw_shelf_right.name
<block:mw:shelf_top>, tile.mw_shelf_top.name
<block:mw:supply_drop>, tile.mw_supply_drop.name
<block:mw:trash_bin>, tile.mw_trash_bin.name
<block:mw:trusses>, tile.mw_trusses.name
<block:mw:tv>, tile.mw_tv.name
<block:mw:vending_machine>, tile.mw_vending_machine.name
<block:mw:vent>, tile.mw_vent.name
<block:mw:vent_corner>, tile.mw_vent_corner.name
<block:mw:vent_corner_rotated>, tile.mw_vent_corner_rotated.name
<block:mw:vent_corner_rotated_alt>, tile.mw_vent_corner_rotated_alt.name
<block:mw:vent_end>, tile.mw_vent_end.name
<block:mw:vent_intersection>, tile.mw_vent_intersection.name
<block:mw:vent_rotated>, tile.mw_vent_rotated.name
<block:mw:weapons_case>, tile.mw_weapons_case.name
<block:mw:weapons_case_small>, tile.mw_weapons_case_small.name
<block:mw:weapons_locker>, tile.mw_weapons_locker.name
<block:mw:white_desk_left>, tile.mw_white_desk_left.name
<block:mw:white_desk_middle>, tile.mw_white_desk_middle.name
<block:mw:white_desk_right>, tile.mw_white_desk_right.name
<block:mw:wooden_crate>, tile.mw_wooden_crate.name
<block:mw:wooden_crate_opened>, tile.mw_wooden_crate_opened.name
<block:openmodularturrets:baseTierFourBlock>, 炮塔基座(五级) 
<block:openmodularturrets:baseTierOneBlock>, 炮塔基座(二级) 
<block:openmodularturrets:baseTierThreeBlock>, 炮塔基座(四级) 
<block:openmodularturrets:baseTierTwoBlock>, 炮塔基座(三级) 
<block:openmodularturrets:baseTierWood>, 炮塔基座(一级) 
<block:openmodularturrets:disposeItemTurret>, 低级投射炮塔
<block:openmodularturrets:expanderInvTierFive>, 基座存储扩容(五级)
<block:openmodularturrets:expanderInvTierFour>, 基座存储扩容(四级)
<block:openmodularturrets:expanderInvTierOne>, 基座存储扩容(一级)
<block:openmodularturrets:expanderInvTierThree>, 基座存储扩容(三级)
<block:openmodularturrets:expanderInvTierTwo>, 基座存储扩容(二级)
<block:openmodularturrets:expanderPowerTierFive>, 基座能量扩容(五级)
<block:openmodularturrets:expanderPowerTierFour>, 基座能量扩容(四级)
<block:openmodularturrets:expanderPowerTierOne>, 基座能量扩容(一级)
<block:openmodularturrets:expanderPowerTierThree>, 基座能量扩容(三级)
<block:openmodularturrets:expanderPowerTierTwo>, 基座能量扩容(二级)
<block:openmodularturrets:fenceTierFive>, 护栏(五级)
<block:openmodularturrets:fenceTierFour>, 护栏(四级)
<block:openmodularturrets:fenceTierOne>, 护栏(一级)
<block:openmodularturrets:fenceTierThree>, 护栏(三级)
<block:openmodularturrets:fenceTierTwo>, 护栏(二级)
<block:openmodularturrets:grenadeTurret>, 榴弹发射炮塔
<block:openmodularturrets:hardWallTierFive>, 坚固墙壁(五级)
<block:openmodularturrets:hardWallTierFour>, 坚固墙壁(四级)
<block:openmodularturrets:hardWallTierOne>, 坚固墙壁(一级)
<block:openmodularturrets:hardWallTierThree>, 坚固墙壁(三级)
<block:openmodularturrets:hardWallTierTwo>, 坚固墙壁(二级)
<block:openmodularturrets:incendiaryTurret>, 燃烧弹炮塔
<block:openmodularturrets:laserTurret>, 激光炮塔
<block:openmodularturrets:leverBlock>, 炮塔基座曲柄
<block:openmodularturrets:machineGunTurret>, 机关枪炮塔
<block:openmodularturrets:potatoCannonTurret>, 土豆加农炮塔
<block:openmodularturrets:railGunTurret>, 磁轨炮炮塔
<block:openmodularturrets:relativisticTurret>, 相位力场炮塔
<block:openmodularturrets:rocketTurret>, 火箭发射炮塔
<block:openmodularturrets:teleporterTurret>, 传送炮塔
<block:securitycraft:alarm>, Alarm
<block:securitycraft:alarmLit>, tile.securitycraft:alarmLit.name
<block:securitycraft:bogusLava>, Fake Lava
<block:securitycraft:bogusLavaFlowing>, tile.securitycraft:bogusLavaFlowing.name
<block:securitycraft:bogusWater>, Fake Water
<block:securitycraft:bogusWaterFlowing>, tile.securitycraft:bogusWaterFlowing.name
<block:securitycraft:bouncingBetty>, Bouncing Betty
<block:securitycraft:cageTrap>, Cage Trap
<block:securitycraft:claymoreActive>, Claymore
<block:securitycraft:claymoreDefused>, Claymore
<block:securitycraft:cobblestoneMine>, Cobblestone Mine
<block:securitycraft:deactivatedCageTrap>, Deactivated Cage Trap
<block:securitycraft:diamondMine>, Diamond Ore Mine
<block:securitycraft:dirtMine>, Dirt Mine
<block:securitycraft:furnaceMine>, Furnace Mine
<block:securitycraft:gravelMine>, Gravel Mine
<block:securitycraft:ims>, Intelligent Munitions System 
<block:securitycraft:inventoryScanner>, Inventory Scanner
<block:securitycraft:inventoryScannerField>, Inventory Scanner Field
<block:securitycraft:ironDoorReinforced>, Reinforced Door
<block:securitycraft:ironTrapdoor>, Iron Trapdoor
<block:securitycraft:keycardReader>, Keycard Reader
<block:securitycraft:keypad>, Keypad
<block:securitycraft:keypadChest>, Password-protected Chest
<block:securitycraft:keypadFrame>, Frame
<block:securitycraft:keypadFurnace>, Password-protected Furnace
<block:securitycraft:laser>, Laser 
<block:securitycraft:laserBlock>, Laser Block 
<block:securitycraft:mine>, Mine
<block:securitycraft:mineCut>, tile.securitycraft:mineCut.name
<block:securitycraft:motionActivatedLightOff>, Motion-Activated Light
<block:securitycraft:motionActivatedLightOn>, Motion-Activated Light
<block:securitycraft:panicButton>, Panic Button
<block:securitycraft:portableRadar>, Portable Radar
<block:securitycraft:protecto>, Protecto
<block:securitycraft:reinforcedBrick>, Reinforced Bricks
<block:securitycraft:reinforcedCarpet>, tile.securitycraft:reinforcedCarpet.name
<block:securitycraft:reinforcedCobblestone>, Reinforced Cobblestone
<block:securitycraft:reinforcedCompressedBlocks>, tile.securitycraft:reinforcedCompressedBlocks.name
<block:securitycraft:reinforcedDirt>, Reinforced Dirt
<block:securitycraft:reinforcedDirtSlab>, Reinforced Dirt Slab
<block:securitycraft:reinforcedDoubleDirtSlab>, tile.securitycraft:reinforcedDoubleDirtSlab.name
<block:securitycraft:reinforcedDoubleStoneSlabs>, tile.securitycraft:reinforcedDoubleStoneSlabs.name
<block:securitycraft:reinforcedDoubleWoodSlabs>, tile.securitycraft:reinforcedDoubleWoodSlabs.name
<block:securitycraft:reinforcedEndStone>, Reinforced End Stone
<block:securitycraft:reinforcedFenceGate>, Electrified Iron Fence Gate
<block:securitycraft:reinforcedGlass>, Reinforced Glass Pane
<block:securitycraft:reinforcedGlassBlock>, Reinforced Glass
<block:securitycraft:reinforcedGlowstone>, Reinforced Glowstone
<block:securitycraft:reinforcedGravel>, Reinforced Gravel
<block:securitycraft:reinforcedHardenedClay>, Reinforced Hardened Clay
<block:securitycraft:reinforcedIronBars>, Reinforced Iron Bars
<block:securitycraft:reinforcedLogs>, tile.securitycraft:reinforcedLogs.name
<block:securitycraft:reinforcedLogs2>, tile.securitycraft:reinforcedLogs2.name
<block:securitycraft:reinforcedMetals>, tile.securitycraft:reinforcedMetals.name
<block:securitycraft:reinforcedMossyCobblestone>, Reinforced Moss Stone
<block:securitycraft:reinforcedNetherBrick>, Reinforced Nether Brick
<block:securitycraft:reinforcedNetherrack>, Reinforced Netherrack
<block:securitycraft:reinforcedObsidian>, Reinforced Obsidian
<block:securitycraft:reinforcedPlanks>, Reinforced Wood Planks
<block:securitycraft:reinforcedQuartz>, tile.securitycraft:reinforcedQuartz.name
<block:securitycraft:reinforcedSand>, Reinforced Sand
<block:securitycraft:reinforcedSandstone>, Reinforced Sandstone
<block:securitycraft:reinforcedStainedGlass>, Reinforced Stained Glass
<block:securitycraft:reinforcedStainedGlassPanes>, Reinforced Stained Glass Panes
<block:securitycraft:reinforcedStainedHardenedClay>, Reinforced Stained Clay
<block:securitycraft:reinforcedStairsAcacia>, Reinforced Acacia Stairs
<block:securitycraft:reinforcedStairsBirch>, Reinforced Birch Stairs
<block:securitycraft:reinforcedStairsBrick>, Reinforced Brick Stairs
<block:securitycraft:reinforcedStairsCobblestone>, Reinforced Cobblestone Stairs
<block:securitycraft:reinforcedStairsDarkoak>, Reinforced Dark Oak Stairs
<block:securitycraft:reinforcedStairsJungle>, Reinforced Jungle Stairs
<block:securitycraft:reinforcedStairsNetherBrick>, Reinforced Nether Brick Stairs
<block:securitycraft:reinforcedStairsOak>, Reinforced Oak Stairs
<block:securitycraft:reinforcedStairsQuartz>, Reinforced Quartz Stairs
<block:securitycraft:reinforcedStairsSandstone>, Reinforced Sandstone Stairs
<block:securitycraft:reinforcedStairsSpruce>, Reinforced Spruce Stairs
<block:securitycraft:reinforcedStairsStone>, Reinforced Stone Stairs
<block:securitycraft:reinforcedStairsStoneBrick>, Reinforced Stone Brick Stairs
<block:securitycraft:reinforcedStone>, Reinforced Stone
<block:securitycraft:reinforcedStoneBrick>, Reinforced Stone Bricks
<block:securitycraft:reinforcedStoneSlabs>, Reinforced Stone Slabs
<block:securitycraft:reinforcedWoodSlabs>, Reinforced Wood Slabs
<block:securitycraft:reinforcedWool>, tile.securitycraft:reinforcedWool.name
<block:securitycraft:retinalScanner>, Retinal Scanner
<block:securitycraft:sandMine>, Sand Mine
<block:securitycraft:scIronFence>, Electrified Iron Fence
<block:securitycraft:scannerDoor>, Scanner Door
